code,label,subcategory,feedback,space
mm,Communication,Communication,Lauren was very easy to talk to and made me feel at ease. ,13
cc,Care received,Care received,"Fast service, friendly people.  All good so far. ",9
tt,Transition/coordination,Transition/ coordination: General,After telephone call with GP he gave me the number for your service.  I was speaking to your service within half an hour with a very friendly person and offered a further telephone assessment with a therapist.  A very good service indeed thankyou.,44
cc,Care received,Care received,It's been really good and helpful.,5
wa,Access,Time spent waiting for first appt/referral/service,"My initial assessment is tomorrow, however so far I'm impressed by the speed with the process. Given the pandemic I wasn't expecting to be seen so quickly. Also the members of the secretarial team I have spoken to have been really clear on communication. I really appreciate the text / email reminders also. I have depression so sometimes I'm not as completely on top as things so the reminders really help.",70
cc,Care received,Care received,Was very easy to use.,4
mm,Communication,Communication,"When Amber phoned me, at the exact allocated time, I was reassured immediately and made me feel that there is help for me. I am sure that programme of my consultations will be a very positive experience. Thank you all very much. ",42
cc,Care received,Care received,Found it helpful.,2
cs,Care received,Advice and support,"All the help I've been given, I'm very grateful for and it would have been badly off without this service.",19
xe,Miscellaneous,Everything was good/bad,It has been good so far. ,6
cc,Care received,Care received,Excellent!,0
wa,Access,Time spent waiting for first appt/referral/service,Very fast and friendly service.,4
mi,Communication,Amount/clarity of information,I don't know what I have been offered. ,8
cc,Care received,Care received,All good! ,2
cc,Care received,Care received,Given a few choices of different ways to manage my depression. ,11
aa,Access,General,"It was really easy to self refer, access to the service was really good.  The telephone option was much better for me in terms of flexibility. Teresa has been very understanding and patient, she had very high empathy but also challenged me where appropriate.  The homework was good in that it gave me a lot of ownership.  Thank you.",61
ss,Staff,Staff: General,Felt very comfortable at all times when talking to my therapist. She was always kind and helpful and respectful towards me. ,21
cs,Care received,Advice and support,I am really grateful and appreciate everything my therapist is doing to help me to live normal life again. I see some improvement in myself and I am really thankful for the support I am receiving. Thank you all and mostly Laura. ,42
sa,Staff,Attitude Of Staff,The therapist was vey kind and listened to what I had to say. I am looking forwards to our next meeting.,20
da,Dignity,Respect For Diversity/ Person-Centeredness,"I often felt better after our video sessions. At least, I did not feel misjudged and she showed empathy as she seemed to understand my feelings. I would like to continue with counselling because travelling to Spain meant the discharge from the service and we could not have any treatment outcome. Maybe, it would be easier if we did not do the assessment session again but it is a suggestion and I understand we need to follow the rules. Thank you. ",81
sa,Staff,Attitude Of Staff,I like the fact that Teresa was relatable.  I felt that she understood and this was important to me.  ,21
dd,Dignity,Dignity: General,"Very understanding, non judgemental, helpful attitude. ",6
ss,Staff,Staff: General,"I haven't had received any advise from or treatment from a therapist yet so I cannot comment  on this, but the lady I spoke to to arrange support and an appointment was absolutely amazing. Such a lovely, kind and supportive lady. ",42
ce,Care received,Emotional care,"It has helped me, being able to talk to someone outside of my family, has been helpful and has given me a different perspective.",23
cc,Care received,Care received,I found it really positive and I would use it again if I needed to.,14
cc,Care received,Care received,Very thorough so far and simple to follow.,7
cc,Care received,Care received,So far it's been hard ok ,6
ss,Staff,Staff: General,The staff were friendly and nice.,5
xn,Miscellaneous,Nothing to improve,Nothing was good except depressing and traumatising me and humiliating me in public.,12
ss,Staff,Staff: General,"All interactions I've had with people at the service, have been pleasant.",11
mi,Communication,Amount/clarity of information,"Clarification of what type 2 diabetes is, and what you can do to reverse or improve your own condition. I liked the visuals of the rusty lock and the dinner plate.",30
mi,Communication,Amount/clarity of information,"Information and advice given.
Very pleased with everything.",6
cc,Care received,Care received,"Everyone was included, to participate as much or as little as they wanted. Any questions were answered, and if answers needed to be found they were researched and answers relayed",29
ss,Staff,Staff: General,"Lisa the activities coordinator works very hard to bring things in so people can utilise activities, and she does this with success. Activities are taken up by the patients on the ward, such as scrabble, dominoes, board games, music and films to name a few. The activities go down well and the ward staff help her as well. She has also been able to get the hairdresser back to the ward, which has been much appreciated by myself and other patients. She also attempts to solve the various complaints and other issues that are brought to her.",96
cc,Care received,Care received,"The time and space of time only excellent forward thinking and to tell you the truth is the best. Polersi and Ash try to be calm and collective overall Andrew rules and Garth X. l want him to get a brave award and Chris is my mate and l would do anything for him. Am keeping my self to my self, and compliant. My hobbies are fishing long walks and guarding and opening hotels, and one step and small walks in a box time place for laugh and joke misunderstanding family friends very and extremely supportive. One of a kind and loving rogue, near future to play for Orchid Ward Millbrook. Felt good change of scenery. Just be yourself and take care and save at this difficult time. Thank you for help in hand. Just because someone does that, it does not give you the right to you, to do the same, do the crime do the same. Forward thinking framework by Sir Simon. Kelly job total community psychologist.",168
